日期,PM2.5,PM10,SO2,CO,NO2,O3_8h,AQI,质量等级
2016/12/19,223,253,22,4.1,111,14,273,重度
2016/12/20,376,415,8,8,135,6,418,严重
2016/12/21,396,415,12,8,155,9,431,严重
2016/12/22,58,57,6,1.3,35,59,79,良
2016/12/23,34,65,9,0.8,49,39,62,良
2016/12/24,122,152,26,2.7,90,10,160,中度
2016/12/25,146,168,30,2.8,96,5,195,中度
2016/12/26,41,45,15,0.9,47,50,59,良
2016/12/27,42,63,9,0.9,45,51,59,良
2016/12/28,64,64,10,1.1,42,45,87,良
2016/12/29,65,94,12,1.1,53,31,88,良
2016/12/30,212,255,19,3.3,100,8,262,重度
2016/12/31,301,356,21,4.6,129,8,351,严重
2017/1/1,454,512,8,6.7,141,6,470,严重
2017/1/2,198,190,13,3.8,102,41,248,重度
2017/1/3,311,339,17,6,153,19,361,严重
2017/1/4,364,389,19,7.6,153,15,410,严重
2017/1/5,223,222,16,5.8,115,12,273,重度
2017/1/6,199,183,23,4.6,110,13,249,重度
2017/1/7,167,128,18,3.4,83,10,217,重度
2017/1/8,34,20,10,0.9,34,55,49,优
2017/1/9,36,43,7,0.8,40,49,52,良
2017/1/10,25,39,8,0.7,36,63,45,优
2017/1/11,58,79,19,1.6,75,18,94,良
2017/1/12,41,59,12,0.9,50,49,63,良
2017/1/13,8,21,6,0.4,23,68,34,优
2017/1/14,20,39,11,0.9,45,50,57,良
2017/1/15,53,70,11,1,50,31,73,良
2017/1/16,96,108,19,1.8,68,9,127,轻度
2017/1/17,137,142,21,2.2,75,19,182,中度
2017/1/18,38,51,11,0.9,52,39,65,良
2017/1/19,45,86,14,1.2,37,72,68,良
2017/1/20,25,37,9,0.8,36,59,45,优
2017/1/21,24,46,9,0.7,29,72,46,优
2017/1/22,26,36,12,0.8,42,50,53,良
2017/1/23,36,46,14,1.1,50,46,63,良
2017/1/24,90,101,29,2.1,77,29,119,轻度
2017/1/25,178,177,39,3.3,95,29,228,重度
2017/1/26,155,164,26,2.6,62,72,205,重度
2017/1/27,78,111,24,0.8,31,76,104,轻度
2017/1/28,345,426,84,2.7,71,21,395,严重
2017/1/29,30,65,8,0.6,15,70,58,良
2017/1/30,29,35,11,0.6,22,72,42,优
2017/1/31,77,84,27,1.3,43,61,103,轻度
2017/2/1,38,57,16,0.7,29,70,54,良
2017/2/2,83,98,30,1.6,63,50,110,轻度
2017/2/3,166,179,45,2.7,87,49,216,重度
2017/2/4,245,240,48,3.2,94,55,295,重度
2017/2/5,12,14,7,0.5,25,85,43,优
2017/2/6,15,26,8,0.5,31,71,39,优
2017/2/7,80,93,21,1.6,62,39,107,轻度
2017/2/8,30,44,7,0.7,25,78,44,优
2017/2/9,7,20,3,0.3,12,83,42,优
2017/2/10,7,23,3,0.3,17,85,43,优
2017/2/11,53,80,21,0.9,49,75,73,良
2017/2/12,107,139,42,2.4,81,41,140,轻度
2017/2/13,85,107,25,2.1,70,67,113,轻度
2017/2/14,185,188,32,3,101,20,235,重度
2017/2/15,243,220,38,3.2,112,52,293,重度
2017/2/16,100,95,18,1.4,53,71,132,轻度
2017/2/17,24,41,8,0.5,32,78,41,优
2017/2/18,88,124,27,1.6,77,50,117,轻度
2017/2/19,94,139,23,1.2,59,84,124,轻度
2017/2/20,13,34,5,0.5,27,76,38,优
2017/2/21,62,74,15,1.2,59,34,84,良
2017/2/22,76,64,7,1,40,73,102,轻度
2017/2/23,19,30,7,0.6,36,79,45,优
2017/2/24,25,37,9,0.7,47,76,59,良
2017/2/25,11,22,6,0.5,32,85,43,优
2017/2/26,29,47,10,0.8,54,71,68,良
2017/2/27,67,96,17,1.5,80,56,100,良
2017/2/28,14,28,6,0.5,34,88,44,优
2017/3/1,8,37,3,0.3,13,93,47,优
2017/3/2,40,80,13,0.9,54,67,68,良
2017/3/3,82,138,23,1.5,68,59,109,轻度
2017/3/4,87,108,26,1.6,74,81,115,轻度
2017/3/5,12,30,4,0.4,19,84,42,优
2017/3/6,17,43,6,0.6,34,81,43,优
2017/3/7,7,23,3,0.3,15,80,40,优
2017/3/8,10,30,3,0.4,24,90,45,优
2017/3/9,13,35,4,0.5,39,92,49,优
2017/3/10,34,65,12,0.8,64,85,80,良
2017/3/11,44,80,15,0.8,48,87,65,良
2017/3/12,7,27,3,0.3,13,91,46,优
2017/3/13,11,28,5,0.4,32,87,44,优
2017/3/14,21,52,8,0.6,43,86,54,良
2017/3/15,65,96,22,1.1,69,77,88,良
2017/3/16,115,156,25,1.4,88,81,150,轻度
2017/3/17,125,162,19,1.1,71,77,165,中度
2017/3/18,146,162,16,1.2,68,135,195,中度
2017/3/19,222,217,33,2.1,81,145,272,重度
2017/3/20,137,126,19,1.4,75,60,182,中度
2017/3/21,87,123,7,0.9,48,100,115,轻度
2017/3/22,140,178,19,1.3,81,76,186,中度
2017/3/23,121,90,6,1.6,60,58,159,中度
2017/3/24,60,31,2,1,49,49,82,良
2017/3/25,34,28,3,0.8,36,88,49,优
2017/3/26,12,27,3,0.3,23,88,44,优
2017/3/27,17,34,3,0.4,37,93,47,优
2017/3/28,60,93,9,0.7,54,118,82,良
2017/3/29,118,141,11,0.9,65,109,155,中度
2017/3/30,86,129,16,1.2,57,83,114,轻度
2017/3/31,20,42,4,0.4,34,92,46,优
2017/4/1,31,78,7,0.6,52,86,65,良
2017/4/2,68,112,14,1.1,72,96,92,良
2017/4/3,125,170,21,1.2,78,158,165,中度
2017/4/4,130,147,20,1.1,62,100,172,中度
2017/4/5,61,57,5,0.6,30,132,83,良
2017/4/6,98,106,6,0.9,47,135,129,轻度
2017/4/7,76,120,8,0.8,48,74,102,轻度
2017/4/8,76,136,7,0.9,60,63,102,轻度
2017/4/9,64,100,7,0.9,46,95,87,良
2017/4/10,66,119,9,0.8,59,92,89,良
2017/4/11,26,66,3,0.4,35,99,58,良
2017/4/12,30,94,5,0.6,53,93,72,良
2017/4/13,54,135,14,1.1,66,79,93,良
2017/4/14,60,136,6,0.9,67,98,93,良
2017/4/15,36,86,5,0.5,52,117,68,良
2017/4/16,97,176,17,1,72,107,128,轻度
2017/4/17,123,210,8,0.9,56,94,162,中度
2017/4/18,24,80,2,0.3,23,98,65,良
2017/4/19,45,122,7,0.8,71,35,89,良
2017/4/20,36,88,3,0.7,44,91,69,良
2017/4/21,19,58,2,0.3,23,103,54,良
2017/4/22,44,122,8,0.5,44,120,86,良
2017/4/23,24,72,4,0.4,24,113,61,良
2017/4/24,31,79,5,0.5,31,110,65,良
2017/4/25,13,39,3,0.3,26,76,39,优
2017/4/26,14,38,3,0.3,30,102,52,良
2017/4/27,15,49,2,0.3,36,105,55,良
2017/4/28,23,64,3,0.4,40,120,67,良
2017/4/29,40,103,3,0.4,43,124,77,良
2017/4/30,48,158,5,0.5,44,136,104,轻度
2017/5/1,39,111,8,0.7,46,124,81,良
2017/5/2,64,132,10,0.9,54,191,129,轻度
2017/5/3,69,107,9,0.8,47,119,93,良
2017/5/6,34,94,3,0.4,38,114,72,良
2017/5/7,28,75,5,0.4,41,138,82,良
2017/5/8,56,113,8,0.6,55,166,106,轻度
2017/5/9,43,93,7,0.5,26,164,104,轻度
2017/5/10,39,69,4,0.5,32,140,84,良
2017/5/11,31,134,3,0.3,33,105,92,良
2017/5/12,45,170,5,0.4,26,141,110,轻度
2017/5/13,19,67,2,0.3,18,90,59,良
2017/5/14,12,35,2,0.3,16,126,72,良
2017/5/15,23,62,7,0.6,26,137,81,良
2017/5/16,43,90,10,0.6,30,191,129,轻度
2017/5/17,62,133,10,0.8,39,252,187,中度
2017/5/18,86,152,11,0.9,52,276,203,重度
2017/5/19,85,150,11,0.8,44,258,193,中度
2017/5/20,57,122,8,0.8,40,235,170,中度
2017/5/21,57,94,12,0.9,27,174,113,轻度
2017/5/22,37,46,7,1.1,37,53,53,良
2017/5/23,18,32,2,0.4,34,133,78,良
2017/5/24,17,54,3,0.4,45,143,86,良
2017/5/25,22,83,5,0.5,39,156,97,良
2017/5/26,45,97,9,0.6,51,212,148,轻度
2017/5/27,69,117,21,1.3,47,256,191,中度
2017/5/28,87,135,17,1.4,36,255,190,中度
2017/5/29,28,88,8,0.7,27,107,69,良
2017/5/30,42,70,2,0.7,39,157,98,良
2017/5/31,65,104,4,0.8,45,202,139,轻度
2017/6/1,23,57,4,0.6,30,181,120,轻度
2017/6/2,23,65,12,1,40,75,58,良
2017/6/3,29,56,5,0.7,38,137,81,良
2017/6/4,48,93,11,0.6,51,201,138,轻度
2017/6/5,65,115,17,0.9,61,209,145,轻度
2017/6/6,37,32,2,0.5,25,94,53,良
2017/6/7,47,50,4,0.6,32,151,93,良
2017/6/8,25,54,2,0.6,55,120,69,良
2017/6/9,29,90,5,0.6,51,209,145,轻度
2017/6/10,21,69,11,0.7,34,135,80,良
2017/6/11,33,85,7,0.7,49,181,120,轻度
2017/6/12,34,78,17,1.1,45,144,87,良
2017/6/13,40,62,5,0.8,44,147,90,良
2017/6/14,37,60,3,0.6,48,182,120,轻度
2017/6/15,38,95,4,0.6,54,220,155,中度
2017/6/16,59,131,7,0.7,41,225,160,中度
2017/6/17,82,159,12,0.9,37,264,199,中度
2017/6/18,70,124,11,0.8,31,252,187,中度
2017/6/19,37,70,3,0.6,27,216,151,中度
2017/6/20,32,64,3,0.6,26,219,154,中度
2017/6/21,48,79,8,0.9,28,220,155,中度
2017/6/22,33,29,2,0.8,25,102,52,良
2017/6/23,19,12,2,0.7,20,101,51,良
2017/6/24,21,26,2,0.5,23,117,65,良
2017/6/25,26,43,2,0.5,33,163,103,轻度
2017/6/26,24,44,2,0.5,39,195,132,轻度
2017/6/27,70,96,7,0.8,40,265,200,中度
2017/6/28,98,125,8,1.2,43,248,183,中度
2017/6/29,52,77,3,0.8,34,201,138,轻度
2017/6/30,72,113,3,0.8,39,262,197,中度
2017/7/1,89,132,5,1,42,256,191,中度
2017/7/2,88,108,7,1,33,246,181,中度
2017/7/3,61,72,3,0.8,30,182,120,轻度
2017/7/4,48,51,3,0.8,39,152,94,良
2017/7/5,82,80,3,1,38,198,135,轻度
2017/7/6,70,79,4,1.4,32,92,94,良
2017/7/7,32,38,3,0.7,20,174,113,轻度
2017/7/8,41,61,2,0.7,31,221,156,中度
2017/7/9,73,94,3,1,29,234,169,中度
2017/7/10,25,55,2,0.5,34,193,130,轻度
2017/7/11,48,94,4,0.8,44,308,209,重度
2017/7/12,74,132,4,0.9,41,251,186,中度
2017/7/13,63,90,3,0.8,25,193,130,轻度
2017/7/14,34,63,3,0.7,34,186,124,轻度
2017/7/15,40,45,3,0.9,27,152,94,良
2017/7/16,67,83,3,1.1,34,234,169,中度
2017/7/17,54,68,3,1.1,28,179,118,轻度
2017/7/18,60,61,3,1.1,27,145,88,良
2017/7/19,75,74,3,0.8,25,167,107,轻度
2017/7/20,99,105,3,1,31,170,130,轻度
2017/7/21,22,23,2,0.7,27,99,50,优
2017/7/22,23,34,2,0.6,31,76,39,优
2017/7/23,44,59,2,0.7,39,104,62,良
2017/7/24,40,54,2,0.8,41,44,57,良
2017/7/25,32,52,4,0.8,34,135,80,良
2017/7/26,22,34,3,0.7,32,84,42,优
2017/7/27,40,66,3,1,48,111,60,良
2017/7/28,28,56,3,0.7,44,122,69,良
2017/7/29,31,58,2,0.7,38,147,90,良
2017/7/30,38,66,3,0.7,35,188,126,轻度
2017/7/31,80,101,3,1,36,259,194,中度
2017/8/1,66,72,2,0.9,30,143,89,良
2017/8/2,34,42,4,1.1,25,87,49,优
2017/8/3,23,57,3,0.6,21,146,89,良
2017/8/4,21,43,3,0.6,38,168,108,轻度
2017/8/5,27,57,3,0.6,34,194,131,轻度
2017/8/6,17,34,2,0.5,31,133,78,良
2017/8/7,11,35,3,0.4,31,146,89,良
2017/8/8,29,69,3,0.7,39,216,151,中度
2017/8/9,24,34,2,0.6,27,158,99,良
2017/8/10,65,83,3,0.8,33,186,124,轻度
2017/8/11,88,95,3,1.1,38,137,117,轻度
2017/8/12,31,35,3,0.8,38,84,48,优
2017/8/13,40,47,2,0.9,37,96,57,良
2017/8/14,28,39,2,0.8,27,149,91,良
2017/8/15,55,75,2,0.9,32,163,103,轻度
2017/8/16,56,67,3,0.9,37,137,81,良
2017/8/17,23,35,2,0.7,28,148,90,良
2017/8/18,53,68,3,1.2,55,119,73,良
2017/8/19,42,43,2,1,33,123,70,良
2017/8/20,60,69,3,1.2,38,154,95,良
2017/8/21,72,94,2,1.1,39,192,130,轻度
2017/8/22,72,81,3,0.9,35,94,97,良
2017/8/23,20,32,2,0.7,28,106,55,良
2017/8/24,13,37,3,0.5,38,84,48,优
2017/8/25,10,38,3,0.4,39,77,49,优
2017/8/26,15,56,3,0.5,49,51,62,良
2017/8/27,17,26,3,0.5,28,76,38,优
2017/8/28,19,23,3,0.5,28,66,35,优
2017/8/29,17,50,3,0.5,37,84,50,优
2017/8/30,52,87,4,0.8,44,145,88,良
2017/8/31,83,99,2,0.9,35,115,110,轻度
2017/9/1,139,145,3,1.5,41,139,185,中度
2017/9/2,103,105,3,1.1,34,137,135,轻度
2017/9/3,58,81,4,0.8,32,156,97,良
2017/9/4,88,107,4,0.9,36,155,117,轻度
2017/9/5,39,85,3,0.7,37,83,68,良
2017/9/6,16,53,3,0.5,41,121,68,良
2017/9/7,48,105,3,0.8,49,202,139,轻度
2017/9/8,118,152,4,1.2,43,247,182,中度
2017/9/9,101,119,7,1.7,33,175,133,轻度
2017/9/10,86,107,2,1.1,41,82,114,轻度
2017/9/11,20,43,2,0.5,41,85,52,良
2017/9/12,23,65,2,0.5,48,118,65,良
2017/9/13,74,125,5,1.1,59,183,121,轻度
2017/9/14,85,118,4,1,52,153,113,轻度
2017/9/15,60,102,4,0.9,64,117,82,良
2017/9/16,91,124,4,1.1,63,149,120,轻度
2017/9/17,11,47,3,0.4,36,86,47,优
2017/9/18,23,73,3,0.6,58,129,75,良
2017/9/19,13,48,3,0.5,47,81,59,良
2017/9/20,14,58,3,0.4,50,90,63,良
2017/9/21,59,124,8,1,79,134,99,良
2017/9/22,23,94,2,0.4,41,81,72,良
2017/9/23,50,192,7,0.9,75,101,121,轻度
2017/9/24,64,157,4,1,63,142,104,轻度
2017/9/25,76,127,8,1.5,47,131,102,轻度
2017/9/26,48,77,2,0.7,43,55,67,良
2017/9/27,28,61,4,1,49,28,62,良
2017/9/28,10,37,3,0.3,30,64,38,优
2017/9/29,45,103,5,0.8,73,65,92,良
2017/9/30,113,154,4,1.1,69,110,148,轻度
2017/10/1,69,89,2,0.7,49,81,93,良
2017/10/2,13,43,3,0.5,35,34,44,优
2017/10/3,16,39,2,0.4,35,51,44,优
2017/10/4,30,62,4,0.5,40,69,56,良
2017/10/5,55,78,5,0.7,41,86,75,良
2017/10/6,67,88,5,0.8,50,87,90,良
2017/10/7,114,128,3,1.2,75,14,149,轻度
2017/10/8,123,102,2,1.3,69,7,162,中度
2017/10/9,29,24,3,0.6,30,35,42,优
2017/10/10,6,7,3,0.3,20,37,25,优
2017/10/11,11,20,3,0.4,29,44,37,优
2017/10/12,22,37,2,0.5,40,39,50,优
2017/10/13,38,54,2,0.8,50,49,63,良
2017/10/14,15,33,2,0.6,43,20,54,良
2017/10/15,50,53,3,1,42,45,69,良
2017/10/16,41,54,3,0.9,42,56,58,良
2017/10/17,70,77,3,1.2,50,47,94,良
2017/10/18,69,44,2,1.2,47,27,93,良
2017/10/19,56,40,2,1.2,39,54,77,良
2017/10/20,98,79,2,1.4,48,55,129,轻度
2017/10/21,73,71,3,1.3,38,70,98,良
2017/10/22,39,48,5,1,45,25,57,良
2017/10/23,36,43,2,0.7,39,50,52,良
2017/10/24,70,72,3,1,47,64,94,良
2017/10/25,110,92,3,1.3,56,34,144,轻度
2017/10/26,153,123,3,1.6,69,24,203,重度
2017/10/27,170,123,3,1.6,68,44,220,重度
2017/10/28,43,55,2,0.6,27,55,60,良
2017/10/29,8,23,3,0.4,28,56,35,优
2017/10/30,19,44,3,0.5,47,43,59,良
2017/10/31,62,105,5,1,73,9,92,良
2017/11/1,65,100,3,1,79,29,99,良
2017/11/2,52,87,6,0.9,57,55,72,良
2017/11/3,8,28,2,0.3,31,60,39,优
2017/11/4,38,64,5,0.8,55,45,69,良
2017/11/5,101,120,6,1.3,71,36,133,轻度
2017/11/6,152,144,5,1.5,71,53,202,重度
2017/11/7,81,99,3,0.9,44,64,108,轻度
2017/11/8,20,45,6,0.8,52,29,65,良
2017/11/9,53,94,6,1.4,65,20,82,良
2017/11/10,7,37,2,0.3,15,57,37,优
2017/11/11,18,38,4,0.4,37,35,47,优
2017/11/12,56,93,6,1,64,14,80,良
2017/11/13,26,71,3,0.6,31,60,61,良
2017/11/14,11,32,3,0.4,27,61,34,优
2017/11/15,16,38,3,0.5,38,58,48,优
2017/11/16,58,87,10,1.3,73,20,92,良
2017/11/17,22,58,4,0.6,31,64,54,良
2017/11/18,40,62,7,0.6,36,59,57,良
2017/11/19,89,118,9,1.3,73,16,118,轻度
2017/11/20,105,129,10,1.8,86,28,138,轻度
2017/11/21,119,158,12,1.8,86,47,156,中度
2017/11/22,7,31,3,0.3,18,61,31,优
2017/11/23,7,29,3,0.4,21,54,29,优
2017/11/24,22,50,7,0.6,35,50,50,优
2017/11/25,39,74,7,1,59,26,74,良
2017/11/26,12,30,3,0.4,26,61,33,优
2017/11/27,70,96,10,1.4,72,13,94,良
2017/11/28,37,76,4,0.8,38,64,63,良
2017/11/29,14,36,4,0.5,36,43,45,优
2017/11/30,26,52,7,0.7,44,58,55,良
2017/12/1,73,106,11,1.3,71,25,98,良
2017/12/2,152,188,17,2.3,108,11,202,重度
2017/12/3,48,58,6,0.8,39,63,67,良
2017/12/4,6,22,2,0.4,18,60,30,优
2017/12/5,25,51,6,0.7,49,44,62,良
2017/12/6,23,52,7,0.8,42,58,53,良
2017/12/7,9,28,5,0.4,21,51,28,优
2017/12/8,23,48,6,0.8,49,38,62,良
2017/12/9,34,63,9,1,59,25,74,良
2017/12/10,7,46,3,0.3,15,69,46,优
2017/12/11,6,21,3,0.3,17,66,33,优
2017/12/12,14,27,5,0.5,33,36,42,优
2017/12/13,32,50,8,0.9,54,22,68,良
2017/12/14,74,87,19,1.8,71,14,99,良
2017/12/15,33,55,7,0.8,34,59,53,良
2017/12/16,8,39,3,0.3,13,64,39,优
2017/12/17,28,52,7,0.8,54,38,68,良
2017/12/18,12,47,4,0.4,21,63,47,优
2017/12/19,37,72,9,0.8,52,36,65,良
2017/12/20,20,43,5,0.6,42,65,53,良
2017/12/21,53,77,13,1.3,78,20,98,良
2017/12/22,36,61,9,1,57,62,72,良
2017/12/23,32,57,11,1.1,63,19,79,良
2017/12/24,13,49,4,0.4,16,73,49,优
2017/12/25,31,50,10,0.7,49,43,62,良
2017/12/26,25,44,7,0.7,48,47,60,良
2017/12/27,76,89,11,1.5,71,14,102,轻度
2017/12/28,109,110,13,1.9,70,18,143,轻度
2017/12/29,175,168,6,2.9,86,6,225,重度
2017/12/30,111,118,5,2,62,52,145,轻度
2017/12/31,32,67,6,0.9,51,35,64,良
2018/1/1,33,61,10,1.1,48,41,60,良
2018/1/2,27,49,7,0.9,35,50,49,优
2018/1/3,11,28,5,0.4,23,55,29,优
2018/1/4,15,29,5,0.5,35,42,44,优
2018/1/5,32,53,9,1,55,39,69,良
2018/1/6,16,29,6,0.6,41,53,52,良
2018/1/7,38,57,11,0.9,47,55,59,良
2018/1/8,12,60,4,0.3,12,66,55,良
2018/1/9,7,34,3,0.3,14,69,35,优
2018/1/10,6,20,3,0.3,10,69,35,优
2018/1/11,12,23,5,0.5,27,60,34,优
2018/1/12,59,79,12,1.4,75,23,94,良
2018/1/13,104,120,16,1.8,86,18,137,轻度
2018/1/14,132,137,14,1.8,77,45,175,中度
2018/1/15,32,57,9,1,51,46,64,良
2018/1/16,45,178,6,0.8,46,60,114,轻度
2018/1/17,41,103,9,1.1,53,67,77,良
2018/1/18,62,104,12,1.3,81,21,101,轻度
2018/1/19,80,121,15,1.6,80,40,107,轻度
2018/1/20,31,75,9,0.9,52,35,65,良
2018/1/21,36,76,21,1.3,48,32,63,良
2018/1/22,22,46,5,0.7,28,71,46,优
2018/1/23,11,30,4,0.5,17,66,33,优
2018/1/24,17,31,6,0.5,31,71,39,优
2018/1/25,9,22,4,0.4,29,68,37,优
2018/1/26,27,39,8,0.7,46,45,58,良
2018/1/27,81,92,15,1.5,74,16,108,轻度
2018/1/28,11,65,3,0.4,16,72,58,良
2018/1/29,8,60,4,0.4,21,73,55,良
2018/1/30,11,36,6,0.4,26,74,37,优
2018/1/31,22,73,7,0.5,32,71,62,良
2018/2/1,30,84,11,0.8,39,70,67,良
2018/2/2,8,29,5,0.4,12,74,37,优
2018/2/3,8,20,5,0.4,22,70,35,优
2018/2/4,19,35,9,0.6,35,60,44,优
2018/2/5,7,18,3,0.3,16,73,37,优
2018/2/6,46,60,14,0.9,56,47,70,良
2018/2/7,32,51,9,0.7,34,83,51,良
2018/2/8,52,75,12,1,58,53,73,良
2018/2/9,40,108,9,0.8,35,81,79,良
2018/2/10,10,43,3,0.4,13,81,43,优
2018/2/11,9,82,2,0.3,7,80,66,良
2018/2/12,12,55,4,0.4,16,80,53,良
2018/2/13,59,80,14,1.2,62,55,80,良
2018/2/14,13,33,4,0.4,19,81,41,优
2018/2/15,53,66,11,0.6,24,87,73,良
2018/2/16,79,100,15,0.6,26,93,105,轻度
2018/2/17,81,91,11,1.4,38,53,108,轻度
2018/2/18,116,109,16,1.9,50,88,152,中度
2018/2/19,141,131,26,2.2,46,76,188,中度
2018/2/20,45,42,7,0.7,23,93,63,良
2018/2/21,33,43,7,0.6,28,88,48,优
2018/2/22,18,46,6,0.5,31,84,46,优
2018/2/23,23,55,6,0.6,32,86,53,良
2018/2/24,29,73,11,0.7,23,71,62,良
2018/2/25,60,71,11,0.9,47,72,82,良
2018/2/26,124,122,22,1.7,75,94,163,中度
2018/2/27,169,171,13,2,56,72,219,重度
2018/2/28,88,118,10,1.1,37,80,117,轻度
2018/3/1,17,50,4,0.4,18,87,50,优
2018/3/2,79,105,19,1.1,56,71,105,轻度
2018/3/3,171,196,19,2,79,57,221,重度
2018/3/4,58,202,7,0.9,38,51,126,轻度
2018/3/5,48,129,9,0.9,45,71,90,良
2018/3/6,45,64,11,0.9,41,69,63,良
2018/3/7,46,63,9,0.8,51,48,64,良
2018/3/8,43,72,6,0.7,37,76,61,良
2018/3/9,104,107,13,1.3,72,79,137,轻度
2018/3/10,119,128,16,1.5,63,110,156,中度
2018/3/11,63,69,18,1.4,50,65,85,良
2018/3/12,146,141,11,1.7,75,91,195,中度
2018/3/13,244,198,11,2.1,100,151,294,重度
2018/3/14,237,185,17,2.6,79,86,287,重度
2018/3/15,20,74,3,0.4,18,95,62,良
2018/3/16,33,60,8,0.6,31,95,55,良
2018/3/17,61,60,5,0.9,62,29,83,良
2018/3/18,105,73,3,1,56,88,138,轻度
2018/3/19,70,60,4,0.8,47,97,94,良
2018/3/20,23,39,4,0.5,35,87,44,优
2018/3/21,59,83,9,0.9,56,75,80,良
2018/3/22,87,104,8,1,66,96,115,轻度
2018/3/23,110,132,12,1.4,90,64,144,轻度
2018/3/24,91,102,10,1.2,63,118,120,轻度
2018/3/25,57,95,7,0.7,59,128,78,良
2018/3/26,123,142,13,1.1,76,141,162,中度
2018/3/27,197,196,12,1.4,103,119,247,重度
2018/3/29,39,173,13,0.8,46,88,112,轻度
2018/3/30,41,85,8,0.6,55,104,69,良
2018/3/31,104,155,13,1.1,85,120,137,轻度
2018/4/1,176,213,15,1.5,81,202,226,重度
2018/4/2,223,243,10,1.8,69,155,273,重度
2018/4/3,12,91,2,0.3,17,87,71,良
2018/4/4,22,20,2,0.4,34,64,43,优
2018/4/5,51,97,2,0.6,28,46,74,良
2018/4/6,14,70,2,0.3,9,91,60,良
2018/4/7,18,49,5,0.3,24,98,49,优
2018/4/8,40,87,6,0.6,49,90,69,良
2018/4/9,87,126,22,1.4,64,115,115,轻度
2018/4/10,51,118,8,0.8,40,90,84,良
2018/4/11,19,62,5,0.3,38,106,56,良
2018/4/12,31,109,9,0.6,40,103,80,良
2018/4/13,39,59,9,1.2,55,51,69,良
2018/4/14,28,185,2,0.3,13,101,118,轻度
2018/4/15,24,81,4,0.4,31,111,66,良
2018/4/16,72,162,10,0.7,50,157,106,轻度
2018/4/17,96,216,10,0.9,43,158,133,轻度
2018/4/18,110,214,8,0.9,49,174,144,轻度
2018/4/19,122,194,10,1,51,204,160,中度
2018/4/20,125,158,12,1.4,44,223,165,中度
2018/4/21,68,72,3,1,34,78,92,良
2018/4/22,10,19,2,0.4,21,77,39,优
2018/4/23,17,31,2,0.4,29,106,55,良
2018/4/24,19,35,2,0.4,38,116,64,良
2018/4/25,33,65,4,0.5,46,144,87,良
2018/4/26,92,111,6,0.8,54,167,122,轻度
2018/4/27,41,175,5,0.6,39,141,113,轻度
2018/4/28,96,174,7,0.8,56,214,150,轻度
2018/4/29,146,171,9,1,61,169,195,中度
2018/4/30,29,68,5,0.7,25,122,69,良
2018/5/1,40,184,2,0.5,33,84,117,轻度
2018/5/2,17,41,2,0.3,23,101,51,良
2018/5/3,15,54,3,0.3,29,109,58,良
2018/5/4,61,114,8,0.6,57,173,112,轻度
2018/5/6,59,189,4,0.5,43,149,120,轻度
2018/5/7,55,136,8,0.7,46,164,104,轻度
2018/5/8,30,80,5,0.5,39,149,91,良
2018/5/9,47,99,8,0.6,50,182,120,轻度
2018/5/10,92,143,12,1,63,210,146,轻度
2018/5/11,81,109,6,0.8,52,110,108,轻度
2018/5/12,139,121,4,1.5,44,163,185,中度
2018/5/13,49,84,3,0.6,40,180,119,轻度
2018/5/14,118,146,7,1.2,44,243,178,中度
2018/5/15,67,103,5,1.1,44,136,90,良
2018/5/16,116,93,5,1.9,37,180,152,中度
2018/5/17,42,59,3,1,30,79,59,良
2018/5/18,23,48,4,0.6,31,152,94,良
2018/5/19,38,68,5,0.7,43,170,110,轻度
2018/5/20,39,45,3,0.8,30,113,61,良
2018/5/21,61,41,2,1,37,54,83,良
2018/5/22,45,153,2,0.4,25,98,102,轻度
2018/5/23,56,228,5,0.5,42,150,139,轻度
2018/5/24,52,133,7,0.7,52,216,151,中度
2018/5/25,61,131,7,0.8,40,227,162,中度
2018/5/27,44,128,3,0.4,34,140,89,良
2018/5/29,14,55,2,0.3,34,115,63,良
2018/5/30,13,38,3,0.3,35,154,95,良
2018/5/31,29,71,6,0.6,46,219,154,中度
2018/6/1,28,68,3,0.5,48,191,129,轻度
2018/6/2,50,108,9,0.7,51,265,200,中度
2018/6/3,54,123,4,0.7,40,126,87,良
2018/6/4,30,90,3,0.4,40,165,105,轻度
2018/6/5,40,120,7,0.6,43,231,166,中度
2018/6/6,50,146,9,0.7,45,243,178,中度
2018/6/7,21,56,3,0.5,24,153,95,良
2018/6/8,15,46,2,0.5,33,148,90,良
2018/6/9,22,40,2,0.5,28,106,55,良
2018/6/10,34,34,2,0.7,23,166,106,轻度
2018/6/11,64,65,2,0.8,31,159,100,良
2018/6/12,85,84,3,1,42,204,140,轻度
2018/6/13,51,45,5,1,41,112,70,良
2018/6/14,25,40,3,0.6,35,187,125,轻度
2018/6/15,88,79,6,1.7,39,221,156,中度
2018/6/16,81,84,3,1,28,206,142,轻度
2018/6/17,57,52,3,1.2,36,179,118,轻度
2018/6/18,80,87,3,1.2,45,224,159,中度
2018/6/19,60,82,8,1,34,193,130,轻度
2018/6/20,47,57,3,0.9,49,163,103,轻度
2018/6/21,26,62,6,0.7,35,225,160,中度
2018/6/22,65,104,10,1.2,65,168,108,轻度
2018/6/23,60,93,8,1,40,302,207,重度
2018/6/24,54,93,4,0.7,31,248,183,中度
2018/6/25,82,115,5,1.2,41,188,126,轻度
